,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MER4_12p12.1,90.2114362052424,-0.754476223754774,0.225040039882797,-3.35263104355879,0.000800473372760356,0.0290731928986561
MER61_1q23.1c,12.0680479031336,-1.3737218599676,0.411195875475438,-3.34079678785509,0.000835383423827282,0.029484379635263
HERVL_9q21.33a,14.6396083806917,1.98201692484812,0.593798910545083,3.33785880985991,0.000844266377221188,0.029484379635263
HERVH_11q13.2b,1.26730683436564,-3.5375751426894,1.06625290076703,-3.31776367515117,0.000907412239353688,0.0310917099371
HML5_1q43,15.034012855743,-1.21266127252437,0.366658158151233,-3.30733476281793,0.000941882603263785,0.0316751631023525
HML4_16p13.3,295.941477345279,0.862768437862509,0.262762398296313,3.28345472356962,0.00102543114951205,0.0338557263663224
HERVH_4p15.1a,13.6318645551118,-1.59067992431192,0.485201503776873,-3.27839034283665,0.00104400918310245,0.0338557263663224
ERVLE_22q13.33,47.3045804164719,0.86626004845888,0.265044201066119,3.26836069219556,0.00108172414096103,0.0344406095269441
HERVIP10F_2q37.1,2.82334206812344,-3.73032617083332,1.14470168657925,-3.25877581431785,0.00111894050775865,0.0344406095269441
HERVEA_12q21.1,2.90845293066224,-3.22543428741112,0.989365058261055,-3.26010531752583,0.00111370850794589,0.0344406095269441
MER4B_15q21.1a,7.33615601414416,-2.04886268684779,0.632248204663095,-3.24059866320943,0.0011927898673163,0.0355719832487399
HERVL_10p11.22b,12.0617978738744,-1.82826808735511,0.564262692831724,-3.2401009504634,0.00119487388665922,0.0355719832487399
HERVH_22q12.3a,219.386893434434,1.54045028777783,0.476558469577983,3.23244761370411,0.00122734637319843,0.035949371189167
PABLA_8p21.3a,1.56644399540594,-3.14641251315194,0.980592467412676,-3.20868517525313,0.00133343412251365,0.0384367677219806
LTR23_4p16.3b,22.9573707583684,0.720928241695646,0.225645945136152,3.19495323197873,0.00139853501459929,0.0392802655440305
HARLEQUIN_1q32.3,2.49891968613441,-3.16816357614283,0.992089430307004,-3.1934253902518,0.00140595664116849,0.0392802655440305
HML5_13q12.13,41.7171843503394,1.13791777394385,0.356881357533377,3.18850438646806,0.00143010840134793,0.0393496493461795
HARLEQUIN_1p34.3b,6.88579174191132,-1.54630850631693,0.487946015875436,-3.16901553861989,0.00152956217512152,0.0414579837316519
HERVL_17q11.2,26.0671876950022,-0.905843669056931,0.287970838327246,-3.14560902874319,0.00165741405433057,0.0436212162704974
MER4_1p34.3a,5.95624604497446,-1.17723874910151,0.373745300421205,-3.14984227968829,0.00163358626725985,0.0436212162704974
HML3_7p14.2,37.270312037993,-1.10369283794328,0.354329624403377,-3.11487598532493,0.00184022261322277,0.0477406323658936
HERVL_6q14.1d,5.87590187558245,-1.80979950212426,0.582311456043848,-3.1079579206973,0.00188384888628195,0.0481840785561694
HERVK11_1q25.3,15.544497120156,1.39169439419465,0.448450624328915,3.10333918316481,0.00191350198271837,0.0482627722307856
HERVL_9q21.33b,3.39902816879955,2.33106806406397,0.756172140285002,3.0827214332247,0.0020511706400302,0.0510263819492444
HERVH_6q25.3b,25.4446711120273,0.913870623042967,0.297276874823635,3.07413963358279,0.00211110597937985,0.0518076818723487
ERV316A3_5q31.3b,13.6686118611863,0.788955414850792,0.257054554569035,3.06921391131745,0.0021462285609568,0.0519673475559674
ERVLE_11p15.5a,25.3419062598736,-1.32204045079909,0.432226184226542,-3.05867737551542,0.00222316426728854,0.0521672378113388
ERVLE_14q31.3b,43.2205474700018,-1.13433124651693,0.370918956416357,-3.05816466614784,0.00222697167405326,0.0521672378113388
MER4_Xq23b,23.3699446828782,-1.44443884763657,0.473810698490161,-3.04855684398728,0.00229943405641603,0.0521672378113388
HERV9_1q25.1,6.94664177959319,-2.35983932589765,0.772995965689863,-3.05284817856921,0.00226680591433499,0.0521672378113388
HML1_11q13.4,6.0186340151912,-1.49578647048955,0.490873964048623,-3.04719048073485,0.00230991281577692,0.0521672378113388
HERVP71A_6q14.1,28.5898206330016,1.43786604701678,0.472206391255406,3.04499488707486,0.00232684265568196,0.0521672378113388
HERVK11_18q21.1,14.6150863121444,-1.20317254810138,0.399992963372408,-3.0079842854165,0.00262986736478995,0.0582419406641287
HML6_19p12e,35.045370133313,0.902327857936269,0.302381679835983,2.98406920163188,0.00284442432372822,0.0622346333962703
ERV316A3_18q21.1a,2.46467097873576,-3.03864630619229,1.02045165889207,-2.97774645149915,0.00290376088049313,0.0627765447497086
HUERSP3_11p15.1,54.5685647286651,1.15201189585116,0.38785323828086,2.97022631796861,0.00297580428639091,0.0635771833421869
HML2_19q11,4.94498094246098,3.1441197119283,1.06028254072372,2.96536026122075,0.00302328658738965,0.0638405632872047
HML3_3q27.2a,3.79864111183238,-2.04197645815193,0.690151474801654,-2.95873664363143,0.00308902965985879,0.0644790558885468
ERVLE_15q25.3e,4.86953758336996,-2.28118181881366,0.773998497624137,-2.94726905260923,0.003205941272555,0.0661589698972713
MER61_8p11.21,589.417746446894,0.825873143943934,0.28082991539658,2.94083036979041,0.00327333734929583,0.0665440746561946
HML3_1q21.3c,13.6476162351184,-1.49902772514228,0.51013107954793,-2.93851479598282,0.0032978891624766,0.0665440746561946
ERV316A3_6q24.1a,71.0345965078038,-1.09531691459501,0.376996462662034,-2.90537716683281,0.00366810792364387,0.0724052607536659
LTR25_7q11.21,32.2472717195275,-1.22488411021056,0.421450748716206,-2.90635172423283,0.00365670159582454,0.0724052607536659
HML3_3q13.11b,1.87005428902559,-3.14843713493277,1.08785049661093,-2.89418182437876,0.0038014796139575,0.0742310427843743
MER4_1p21.3,32.0002432385573,-1.1540636768239,0.400639241177212,-2.88055576741028,0.00396974717141916,0.075884851192602
HARLEQUIN_20p12.1,1.56718655182044,-2.84105405540431,0.985272077200488,-2.88352234996527,0.00393254739790401,0.075884851192602
HERVH_1q42.13e,32.6314644080275,0.850033288889284,0.296486386176389,2.86702300180344,0.0041435289605694,0.0768744735807451
MER41_14q32.13,16.5182558585764,-1.89437892785895,0.660835409725986,-2.86664258600254,0.00414851234081113,0.0768744735807451
HML3_4q31.3,3.3345034376742,-2.14208949717709,0.745618544057369,-2.8729026581349,0.00406719412911622,0.0768744735807451
HML1_Yq11.21b,9.41269583407755,1.47651846712644,0.517815719216292,2.85143616219518,0.00435222244632648,0.079834706692211
HERV3_7q11.21,251.3484750322,0.6904634566357,0.243396399716237,2.8367858252656,0.00455701693520409,0.0813920919732129
HERVH_14q24.3a,63.4882093855497,0.757247932196989,0.266484327569285,2.84162276672766,0.004488456687712,0.0813920919732129
HERVIP10FH_19q13.43,70.3797687971342,-0.741682183253525,0.26154555459558,-2.83576673440452,0.00457158225840733,0.0813920919732129
HERVS71_19p13.3,4.52227916413293,-3.56992121711602,1.26266826490641,-2.82728355209008,0.00469447393660154,0.0820554836729837
MER101_Xq23b,13.4296152933434,-1.58237839207265,0.559745494976991,-2.82696047806101,0.0046992127213603,0.0820554836729837
MER4B_21q22.11,33.0493399352224,-0.909734556525586,0.322300103221988,-2.82263191178377,0.00476312228251786,0.0823793339528803
ERVLE_1q24.2,2.40827632301369,-2.0471328598378,0.726782677929509,-2.8167056287992,0.00485189730317017,0.0831230707788398
HML3_1p33,46.6958166343264,1.14804706910812,0.408902165896282,2.80763264384206,0.00499071219162838,0.0838588542042795
HML3_7q11.21,47.5604573484408,0.993239027588214,0.353794684580574,2.80738821377632,0.0049945011096611,0.0838588542042795
HML1_1q42.12,5.87327127012794,-1.58385267044578,0.564675540671011,-2.80488981081714,0.00503337836358285,0.0838588542042795
MER61_12q15a,32.4768606317031,0.983210544075122,0.351732001576665,2.79534003067053,0.00518451529678506,0.0843315129627333
HERVIP10F_19q13.41a,6.03255168868897,-1.30219602546568,0.466017054187197,-2.79430980854746,0.00520106247347253,0.0843315129627333
HERVH_3q28a,21.7138172522995,1.33977208513978,0.478599368382449,2.79936032859359,0.00512039631042755,0.0843315129627333
HUERSP3_7q11.21a,12.4976263173672,0.974279509252445,0.350380533551437,2.78063252937372,0.00542531100144277,0.0866704070735118
HERVH_3q26.32d,2.80652310573855,3.2796369033324,1.17984901874074,2.77970897228255,0.00544076343963676,0.0866704070735118
HERVEA_19p13.11,189.466667960919,0.469166703652116,0.169975100452939,2.76020842112704,0.00577644963690847,0.0909151823564917
MER4_22q13.33c,2.70452851609604,-1.72320541833338,0.624697285436047,-2.75846471324196,0.00580735746330013,0.0909151823564917
HML3_6p21.1,1.82772479758971,-3.66198680549594,1.35141195675626,-2.70974870925787,0.00673342014640053,0.104511888768063
HML6_14q24.2,5.22112792742828,-1.98897536093394,0.738280069022538,-2.69406617405679,0.00705861490545181,0.108630887019496
ERVLE_8q24.22b,234.553154889808,0.526103422300927,0.196032789364922,2.68375216210165,0.00728010517060824,0.110172258248538
MER4_8q24.3d,19.8160266107791,0.74280530685609,0.276527988009391,2.68618490375327,0.00722730806775046,0.110172258248538
MER4_14q21.1a,8.25839253613293,-1.19781425845102,0.44871688215131,-2.66942097811937,0.00759821500132148,0.114036020185122
ERVLE_2q12.3b,37.9585163594105,-1.05685778305121,0.396470722340213,-2.66566412978238,0.00768364149490451,0.114372893071693
HERVH_17p12,46.4840375620991,-1.18549605954725,0.445729886125039,-2.6596737092354,0.00782163846957605,0.115480450900407
HML4_17q21.31,85.1689319532461,-0.773015399664503,0.290945057174868,-2.65691195159193,0.00788600364757519,0.115491795354811
HERVS71_1p35.1,12.391065537806,0.740834055927833,0.279465502444229,2.65089626250266,0.00802784943147257,0.116628596540434
HERVK11_6q25.3,2.66123095744377,-2.2544214229802,0.853398144630882,-2.64169946602743,0.00824912173873817,0.118892103790068
HERVL_8q22.2,17.2543881827068,-1.0538864043291,0.399953639084296,-2.63502141583709,0.00841319747897662,0.119493791999046
HERVL66_17q21.31,31.8881147994456,0.64743903047589,0.245740285549556,2.63464750611811,0.00842246992063758,0.119493791999046
HERVL74_6p25.1,9.08243346658771,-0.992215702631722,0.37713849518812,-2.63090539759617,0.00851577370730621,0.119880969398977
HERVH_Xq21.31c,2.78702648758991,2.84786891626011,1.08640549135107,2.62136830026371,0.00875775927214677,0.122339160293989
HERV4_1q22b,294.016154442465,0.765637955560502,0.292810469065576,2.61479023616821,0.00892822690562138,0.123768397409225
HERVEA_12p13.31,4.71444977855506,-1.75243014834285,0.673254296054464,-2.60292456893744,0.00924322879510448,0.127164420393256
MER41_10q21.2,81.8789039214039,0.790340880877403,0.307013028801761,2.57429101286685,0.0100445748110848,0.129368424517235
HERVH_6p22.3a,37.0238511650851,-1.3229857057643,0.513467896764472,-2.57656946831703,0.00997861520920099,0.129368424517235
ERVLE_8q24.3j,23.324742526474,-0.908996247636417,0.351623077814053,-2.58514387988242,0.00973383687325266,0.129368424517235
HERVH_19q13.2b,10.1527042011724,-0.933843534082047,0.362364032787533,-2.57708671276874,0.00996369520619601,0.129368424517235
HARLEQUIN_10q23.1,21.5998056204579,-1.55524774661114,0.601489989191209,-2.58565857214415,0.00971931540487262,0.129368424517235
HARLEQUIN_1q41,1.66003175566643,-2.93309346706637,1.13290713666464,-2.58899725506331,0.00962558617442479,0.129368424517235
HERVL_9q31.1a,1.91524337985045,-2.762595689956,1.07157073322424,-2.57808057303287,0.00993508290380136,0.129368424517235
HERV4_12p11.21,5.82027026119412,-1.11079377582356,0.430699883972572,-2.57904359197434,0.00990742834084722,0.129368424517235
HERVEA_15q21.3,7.7114028516289,-1.26284813846834,0.489432723492637,-2.58022824762624,0.00987350322363121,0.129368424517235
HML6_19q13.43b,1053.07430821901,0.515204973205574,0.201251557984724,2.56000489320277,0.0104670689485221,0.130193131578877
ERVLE_Xq22.1a,61.3810045059136,0.924629303178266,0.360969815047262,2.56151418937122,0.0104216984006959,0.130193131578877
ERV316A3_4q31.21c,6.37341098849719,-1.22692134064421,0.478812370729436,-2.56242615197072,0.0103943690226532,0.130193131578877
HERVL40_2p23.3b,2.83303244622002,-1.68776201911756,0.656847073093088,-2.56949005065959,0.0101848316383548,0.130193131578877
HERVK11_5q35.1,2.21632635563289,-3.33613308702416,1.30008579337157,-2.5660868721382,0.010285306512576,0.130193131578877
MER61_5p13.2,1.27207465625289,-3.08823456884687,1.20895382335898,-2.55446859026135,0.010635002447745,0.131382071055135
HERVK11_8p23.1c,31.6205527217708,1.87338621439821,0.734771549180876,2.54961724700237,0.0107841242490609,0.132324119164152
ERV316A3_6p21.33c,78.7438367320646,-0.815116725359063,0.320691028436018,-2.54175094742848,0.0110298735840685,0.13265066509052
HERVH_20p12.1d,2.71302558884084,1.96410253113621,0.77186227739754,2.5446282175604,0.0109394141814734,0.13265066509052
MER41_5q15a,2.90539974761947,-1.89427543842017,0.744792460455607,-2.54336011573129,0.0109792008658403,0.13265066509052
LTR25_9p11.2a,3.8645873075104,5.44266850565654,2.14431971262001,2.53817957911066,0.0111430789830502,0.133130469955389
MER4_22q12.3,329.167207537001,-0.991459738918917,0.391494406168372,-2.53250039667876,0.011325224166082,0.133549396659772
ERVLB4_3q29b,150.617095960087,0.587871060856361,0.232054967239783,2.53332677101849,0.0112985570537989,0.133549396659772
HERVFH21_11p15.4,84.3970697923792,0.615306603446467,0.243347236676288,2.52851280273619,0.0114546908664228,0.134204636215638
ERVLB4_10q23.31c,82.1259612588359,-1.05811343606942,0.419405836519668,-2.52288676964989,0.0116395873105004,0.135496734332491
HERVK11_2q34a,122.928494127647,0.680989770750106,0.270819382343195,2.51455329695393,0.0119183286758767,0.135685200515366
HERVL_21q21.3i,16.6276593019955,-0.832342549841285,0.331673588085652,-2.50952315692481,0.012089428870867,0.135685200515366
MER4B_7p14.3,14.2375235432693,-1.06728749445414,0.424812656342197,-2.51237216810795,0.0119922543428878,0.135685200515366
HERVL_5q14.3e,10.6899294169325,1.88093720103365,0.749647519038353,2.50909547922804,0.0121040762574281,0.135685200515366
HERVL40_14q13.1b,2.0303777889904,-1.6928035905671,0.672176311296426,-2.51839221662273,0.0117891959673542,0.135685200515366
ERV316A3_8q24.12c,3.39939208855898,1.8883447306603,0.75187693301578,2.5115077318387,0.0120216652395124,0.135685200515366
ERVL_22q13.2,10.4366401870522,-0.989926309524165,0.397727579891186,-2.48895565601711,0.0128118944592471,0.142738652380324
HERVK11_1p13.3,162.820317668342,-0.997873424272424,0.402428843401401,-2.47962699651004,0.0131519885479678,0.1438795855609
HERVL40_5p12,10.634935632821,-0.915032886599434,0.368676690208425,-2.48193854100767,0.0130669810540978,0.1438795855609
HARLEQUIN_7q33b,7.88523801727445,-1.1686639049588,0.471070804589076,-2.48086676901628,0.0131063350670421,0.1438795855609
MER4_Xp22.11a,1.48741197089981,-2.2040895993932,0.89039510062733,-2.47540625261786,0.0133084695825733,0.144227941850168
HERVIP10FH_7p13,1.97091038846137,-2.07951500251075,0.840381409775722,-2.47448953334858,0.013342673034597,0.144227941850168
MER4_4q34.1a,4.01449150098783,1.63823673869565,0.663866940969138,2.46771851043537,0.0135977201534445,0.146115146737605
HERVL_3p24.3a,3.66480436399241,-1.8376740345181,0.745361031832868,-2.46548176794164,0.0136829138482445,0.146165714990659
HML2_4p16.1b,42.6501078458397,0.582498572927333,0.23700285106501,2.45777031925896,0.0139802552977356,0.148468676144373
HUERSP3B_1q21.3,177.273350246973,-0.638079058960658,0.261190041794749,-2.44296855491175,0.014567006454464,0.149455840233371
HERVL74_2q11.2,256.806920744322,1.36983411042637,0.560352220998542,2.44459477288291,0.0145014974818614,0.149455840233371
MER4_3q29c,28.8158948944253,0.786087385239767,0.320900961664527,2.44962614372453,0.0143004609040899,0.149455840233371
HERVH_4q22.1d,9.7974452816666,-1.82653654933579,0.746409369069056,-2.44709756472364,0.0144011849800855,0.149455840233371
MER4_Xq24d,4.90301564863086,-1.40534386031964,0.573022115412193,-2.45251242931301,0.0141862478325058,0.149455840233371
HERVL_3p21.31b,1.70854712943595,-2.89594470826468,1.18354338107977,-2.44684289106721,0.0144113643178823,0.149455840233371
HERVL_4q25a,0.794934166503993,-3.1569086764522,1.29461620282812,-2.43849000928294,0.0147487663775186,0.15047056034592
HUERSP3B_18q12.1,1.37131419126815,-2.06748739549927,0.854979559485265,-2.41817172418015,0.0155987133650408,0.158252868552593
MER61_2q35,5.525392066183,-2.18647396851691,0.90620957891309,-2.41276854647616,0.015831869669679,0.158445823267359
HERV3_16p13.3,8.10539212076751,0.876660608319027,0.363808634542144,2.40967510136837,0.0159667321904882,0.158445823267359
LTR25_4q34.1a,5.95279630582404,-0.977396757630184,0.405385475515333,-2.41103052936887,0.0159075168155934,0.158445823267359
MER4_Xq25c,0.918282899681411,-2.64266764065538,1.09410687704213,-2.41536516779761,0.0157194412223608,0.158445823267359
HERVL_18p11.32a,2.40464313397654,1.7607380052129,0.731637212389503,2.40657251353083,0.0161030068309636,0.158929676114293
MER4_7p14.3a,163.404470479539,0.850665389153603,0.354339533830644,2.40070697152347,0.0163634341093965,0.160627007257643
HERVH_4q31.1a,5.40980448955136,-1.77270183043898,0.740354220212775,-2.39439687387682,0.0166477242516314,0.162539071187971
HERVH_2q33.1a,44.3860782032026,-1.19964799891199,0.501688814347402,-2.39121934674285,0.0167925170655976,0.163075994604948
MER61_12q13.12,5.64948837989764,-1.06817167650271,0.447303693437853,-2.38802337689868,0.0169392642683088,0.163626084634302
HERVH_7q34d,15.0732751902619,-1.42452281758798,0.597169110982774,-2.38545964851332,0.0170577935802102,0.163899222971755
HERVIP10FH_6q15b,1.65091892800646,-3.18471328139767,1.33775265102804,-2.3806443432949,0.0172823887354658,0.164959572720413
HML4_12q13.3,1.5267099043486,-2.64471157670671,1.11159266477696,-2.37920927378319,0.0173498229017615,0.164959572720413
ERV316A3_6p22.1b,52.7347581266651,-0.951289624001562,0.403194704403683,-2.35938025378706,0.0183054876686267,0.168317480503732
HERVL74_8q21.2,10.0667828746747,-1.00184106792213,0.424076056938818,-2.36240893945746,0.0181566013906368,0.168317480503732
HERVH_2p16.3a,7.82681563927795,1.33157024161539,0.563861173569312,2.36152142412357,0.0182001202693111,0.168317480503732
HERVFRD_9q22.31,2.91676788165745,-1.4569085396202,0.615408219788022,-2.36738557070627,0.0179142588073904,0.168317480503732
HERV30_19p13.11,8.29580987752195,0.922700561462996,0.391578564114625,2.35636126698932,0.0184549597567962,0.168317480503732
MER61_6q15,2.7243313578777,-1.37797951475449,0.585090843858361,-2.3551548092386,0.0185149903802318,0.168317480503732
HML3_1q24.2,1.62733311173173,-2.83729291283688,1.20405777404609,-2.35644250134484,0.0184509238460655,0.168317480503732
HML2_11p15.4a,6.61928606760927,1.68488730725116,0.713425703923605,2.36168573403626,0.0181920565308636,0.168317480503732
HML3_19q13.31,3.86868590729017,-1.38850234616408,0.589670219024474,-2.35470997409563,0.0185371674563581,0.168317480503732
MER4B_Xq26.2a,39.3331984378133,-0.62795876782162,0.267133248664288,-2.35073234410738,0.0187365060095434,0.1684430441254
HERV9_11q22.1b,1.43417436586682,-3.04581166506917,1.29492769641317,-2.35210944480204,0.0186672815324041,0.1684430441254
MER41_6q22.31b,3.51175026068221,-1.95412184142201,0.835855402746868,-2.33787068313513,0.019393957503818,0.17349471343317
HERVIP10F_4q21.21,1.33147672006178,-3.54806052444552,1.52228839840707,-2.33074135502722,0.0197670021280457,0.175965077767309
HERVH_13q22.3,0.965906057492351,-3.05856777911949,1.31741158525112,-2.32164937166275,0.0202518231335093,0.179401516148551
HARLEQUIN_4p14b,1.58067382020015,-2.04856449986375,0.88560708683756,-2.31317536897658,0.0207129992146201,0.182596148416262
MER101_8p21.3,18.3908396030864,-0.72735632832168,0.315153995596154,-2.30793941528741,0.0210025064109635,0.183368036741874
HERVH_2p16.1c,5.97108783367607,-2.16988724157819,0.939618386930803,-2.30932820361889,0.0209253757480829,0.183368036741874
HARLEQUIN_2q34,8.32280291689509,-0.81538350009045,0.353734906234916,-2.30506937743077,0.0211626882019541,0.183882496529898
HERVK11_Xp11.4a,1.12787445925593,-2.51706636826972,1.09392803909391,-2.30094327809222,0.0213948374318183,0.184137558180957
MER101_4q23,1.85358731830976,-2.37980907312033,1.03371574727391,-2.30218904896854,0.0213245132782898,0.184137558180957
MER41_6p21.32,16.3629834749929,-1.30250782642305,0.567155367877523,-2.29656263555691,0.0216437321988809,0.185401026760225
ERVLE_11p15.4e,24.2014183763789,-0.876956326503558,0.384304286264333,-2.28193220280756,0.0224933432585607,0.191774231725569
MER61_13q21.32,62.7313765762339,-0.785175132205563,0.344619116223169,-2.27838531074724,0.0227036308114319,0.192451011796957
MER4_2p11.2a,12.9998565444908,-0.861743566457151,0.378515976106414,-2.27663723819912,0.0228078972400204,0.192451011796957
MER4B_3q13.12,22.3574379018005,-1.05716738725972,0.465357091460369,-2.27173370011866,0.0231025994337757,0.192451011796957
HERVH_9q21.12,8.91791750342022,-1.55740615013092,0.685300063054806,-2.27259011649379,0.023050891791863,0.192451011796957
MER41_3q13.31b,2.95261542832592,-1.65416033474636,0.727040128206313,-2.27519812259518,0.0228940474503182,0.192451011796957
HERVS71_10p11.21,4.39194232977213,-1.46128567088007,0.646435563379325,-2.2605279685434,0.0237885026121375,0.196992357158574
ERV316A3_9q34.3b,13.6607775993041,0.836541393310722,0.370265698116125,2.25930027428131,0.0238647128716334,0.196992357158574
HUERSP2_3q21.3,27.0513802999249,-0.816175231533708,0.361673691284794,-2.2566618783754,0.0240292106336991,0.197452699143881
MER4_1q21.2,8.22362964228184,-1.02446978278034,0.454392498586233,-2.25459219940427,0.0241589375368109,0.197624462012831
